i,winDiff,avg
537,-23,-0.04283054003724395
538,-24,-0.04460966542750929
539,-25,-0.04638218923933209
540,-24,-0.044444444444444446
541,-23,-0.04251386321626617
542,-24,-0.04428044280442804
543,-25,-0.04604051565377532
544,-26,-0.04779411764705882
545,-25,-0.045871559633027525
546,-26,-0.047619047619047616
547,-25,-0.04570383912248629
548,-26,-0.04744525547445255
549,-25,-0.04553734061930783
550,-26,-0.04727272727272727
551,-25,-0.045372050816696916
552,-26,-0.04710144927536232
553,-27,-0.048824593128390596
554,-26,-0.04693140794223827
555,-27,-0.04864864864864865
556,-26,-0.046762589928057555
557,-27,-0.04847396768402154
558,-28,-0.05017921146953405
559,-29,-0.0518783542039356
560,-30,-0.05357142857142857
561,-31,-0.05525846702317291
562,-31,-0.05516014234875445
563,-32,-0.056838365896980464
564,-32,-0.05673758865248227
565,-31,-0.05486725663716814
566,-30,-0.053003533568904596
567,-31,-0.054673721340388004
568,-30,-0.0528169014084507
569,-31,-0.054481546572934976
570,-32,-0.056140350877192984
571,-33,-0.05779334500875657
572,-32,-0.055944055944055944
573,-33,-0.05759162303664921
574,-32,-0.05574912891986063
575,-33,-0.057391304347826085
576,-34,-0.059027777777777776
577,-33,-0.05719237435008666
578,-34,-0.058823529411764705
579,-35,-0.06044905008635579
580,-36,-0.06206896551724138
581,-35,-0.060240963855421686
582,-36,-0.061855670103092786
583,-37,-0.0634648370497427
584,-36,-0.06164383561643835
585,-35,-0.05982905982905983
586,-36,-0.06143344709897611
587,-35,-0.059625212947189095
588,-34,-0.05782312925170068
589,-35,-0.059422750424448216
590,-36,-0.061016949152542375
591,-35,-0.05922165820642978
592,-34,-0.057432432432432436
593,-33,-0.05564924114671164
594,-32,-0.05387205387205387
595,-33,-0.05546218487394958
596,-34,-0.05704697986577181
597,-35,-0.05862646566164154
598,-35,-0.05852842809364549
599,-36,-0.06010016694490818
600,-37,-0.06166666666666667
601,-38,-0.0632279534109817
602,-39,-0.06478405315614617
603,-38,-0.06301824212271974
604,-37,-0.061258278145695365
605,-38,-0.0628099173553719
606,-37,-0.06105610561056106
607,-36,-0.05930807248764415
608,-35,-0.05756578947368421
609,-35,-0.05747126436781609
610,-36,-0.05901639344262295
611,-35,-0.057283142389525366
612,-35,-0.05718954248366013
613,-35,-0.057096247960848286
614,-34,-0.05537459283387622
615,-35,-0.056910569105691054
616,-36,-0.05844155844155844
617,-37,-0.059967585089141004
618,-38,-0.061488673139158574
619,-39,-0.0630048465266559
620,-38,-0.06129032258064516
621,-37,-0.05958132045088567
622,-36,-0.05787781350482315
623,-37,-0.0593900481540931
624,-36,-0.057692307692307696
625,-37,-0.0592
626,-36,-0.05750798722044728
627,-37,-0.05901116427432217
628,-38,-0.06050955414012739
629,-39,-0.06200317965023847
630,-40,-0.06349206349206349
631,-39,-0.061806656101426306
632,-38,-0.060126582278481014
633,-39,-0.061611374407582936
634,-40,-0.06309148264984227
635,-39,-0.06141732283464567
636,-40,-0.06289308176100629
637,-39,-0.061224489795918366
638,-38,-0.05956112852664577
639,-39,-0.06103286384976526
640,-40,-0.0625
641,-39,-0.060842433697347896
642,-40,-0.06230529595015576
643,-41,-0.06376360808709176
644,-42,-0.06521739130434782
645,-43,-0.06666666666666667
646,-44,-0.06811145510835913
647,-45,-0.0695517774343122
648,-44,-0.06790123456790123
649,-45,-0.06933744221879815
650,-46,-0.07076923076923076
651,-46,-0.0706605222734255
652,-45,-0.06901840490797546
653,-44,-0.06738131699846861
654,-45,-0.06880733944954129
655,-46,-0.07022900763358779
656,-47,-0.07164634146341463
657,-48,-0.0730593607305936
658,-47,-0.07142857142857142
659,-48,-0.07283763277693475
660,-49,-0.07424242424242425
661,-48,-0.07261724659606657
662,-47,-0.07099697885196375
663,-46,-0.0693815987933635
664,-47,-0.07078313253012049
665,-48,-0.07218045112781955
666,-47,-0.07057057057057058
667,-48,-0.07196401799100449
668,-47,-0.07035928143712575
669,-48,-0.07174887892376682
670,-47,-0.07014925373134329
671,-46,-0.06855439642324888
672,-45,-0.06696428571428571
673,-45,-0.06686478454680535
674,-46,-0.06824925816023739
675,-45,-0.06666666666666667
676,-46,-0.06804733727810651
677,-45,-0.06646971935007386
678,-46,-0.06784660766961652
679,-46,-0.06774668630338733
680,-45,-0.0661764705882353
681,-46,-0.06754772393538913
682,-47,-0.0689149560117302
683,-48,-0.07027818448023426
684,-49,-0.07163742690058479
685,-50,-0.072992700729927
686,-50,-0.0728862973760933
687,-51,-0.07423580786026202
688,-52,-0.0755813953488372
689,-53,-0.07692307692307693
690,-52,-0.07536231884057971
691,-51,-0.07380607814761216
692,-52,-0.07514450867052024
693,-53,-0.07647907647907648
694,-53,-0.07636887608069164
695,-54,-0.0776978417266187
696,-53,-0.07614942528735633
697,-54,-0.07747489239598278
698,-55,-0.07879656160458452
699,-55,-0.07868383404864092
700,-56,-0.08
701,-55,-0.07845934379457917
702,-56,-0.07977207977207977
703,-57,-0.08108108108108109
704,-56,-0.07954545454545454
705,-55,-0.07801418439716312
706,-55,-0.07790368271954674
707,-55,-0.07779349363507779
708,-56,-0.07909604519774012
709,-55,-0.07757404795486601
710,-54,-0.07605633802816901
711,-55,-0.07735583684950774
